player_id,name,team,position,rating,uncertainty,seasons_used,opportunities,data_confidence,as_of_season,as_of_week,model_version,explanation
00-0035144,Mack Wilson,ARI,LB,63.59,6.28,5,1826.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4764,""season_count"":5.0,""weighted_observed_rating"":63.59}"
00-0037596,Jack Gibbens,ARI,LB,59.73,6.65,5,1570.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4462,""season_count"":5.0,""weighted_observed_rating"":59.73}"
00-0040645,Cody Simon,ARI,LB,52.07,9.46,5,568.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2117,""season_count"":5.0,""weighted_observed_rating"":52.07}"
00-0040299,Eugene Asante,ARI,LB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041093,Karson Sharar,ARI,LB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0032954,Isaac Seumalo,ARI,OL,68.64,2.52,4,3775.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7901,""season_count"":4.0,""weighted_observed_rating"":68.64}"
00-0035258,Hjalte Froholdt,ARI,OL,68.35,2.22,4,3917.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8148,""season_count"":4.0,""weighted_observed_rating"":68.35}"
00-0038540,Paris Johnson Jr.,ARI,OL,63.77,2.48,3,2805.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7931,""season_count"":3.0,""weighted_observed_rating"":63.77}"
00-0033676,Elijah Wilkinson,ARI,OL,63.53,5.29,4,2172.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5589,""season_count"":4.0,""weighted_observed_rating"":63.53}"
00-0034417,Matt Pryor,ARI,OL,56.2,6.17,4,1747.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4859,""season_count"":4.0,""weighted_observed_rating"":56.2}"
00-0039808,Isaiah Adams,ARI,OL,54.21,3.26,2,1225.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7281,""season_count"":2.0,""weighted_observed_rating"":54.21}"
00-0038792,Demontrey Jacobs,ARI,OL,53.95,6.62,2,932.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4483,""season_count"":2.0,""weighted_observed_rating"":53.95}"
00-0041468,Chase Bisontis,ARI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041113,Jayden Williams,ARI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040765,Valentin Senn,ARI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040712,Vershon Lee,ARI,OL,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0038571,Jon Gaines II,ARI,OL,49.29,7.29,2,361.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3924,""season_count"":2.0,""weighted_observed_rating"":49.29}"
00-0040382,Josh Fryar,ARI,OL,48.87,5.32,1,289.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5568,""season_count"":1.0,""weighted_observed_rating"":48.87}"
00-0040219,Hayden Conner,ARI,OL,48.84,10.66,1,29.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.112,""season_count"":1.0,""weighted_observed_rating"":48.84}"
00-0030957,Casey Kreiter,ARI,OTHER,55.67,5.09,4,562.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5758,""season_count"":4.0,""weighted_observed_rating"":55.67}"
00-0035859,Blake Gillikin,ARI,OTHER,45.94,6.92,4,375.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4235,""season_count"":4.0,""weighted_observed_rating"":45.94}"
00-0039477,Jack Browning,ARI,OTHER,44.11,7.1,1,69.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4083,""season_count"":1.0,""weighted_observed_rating"":44.11}"
00-0033119,Jacoby Brissett,ARI,QB,58.52,4.09,4,1123.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6595,""season_count"":4.0,""weighted_observed_rating"":58.52}"
00-0035289,Gardner Minshew,ARI,QB,52.16,6.34,4,954.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4715,""season_count"":4.0,""weighted_observed_rating"":52.16}"
00-0041561,Carson Beck,ARI,QB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0037263,Tyler Allgeier,ARI,RB,61.37,3.12,4,745.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7402,""season_count"":4.0,""weighted_observed_rating"":61.37}"
00-0033553,James Conner,ARI,RB,59.41,4.27,4,814.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6446,""season_count"":4.0,""weighted_observed_rating"":59.41}"
00-0039921,Trey Benson,ARI,RB,56.97,6.35,2,114.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4711,""season_count"":2.0,""weighted_observed_rating"":56.97}"
00-0037157,Bam Knight,ARI,RB,53.39,6.03,3,216.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4972,""season_count"":3.0,""weighted_observed_rating"":53.39}"
00-0041027,Jeremiyah Love,ARI,RB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040526,Tre Stewart,ARI,RB,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0038397,Evan Hull,ARI,RB,49.58,9.8,2,22.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.183,""season_count"":2.0,""weighted_observed_rating"":49.58}"
00-0033890,Budda Baker,ARI,S,59.65,5.39,5,3842.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5508,""season_count"":5.0,""weighted_observed_rating"":59.65}"
00-0039864,Dadrion Taylor-Demerson,ARI,S,57.9,8.37,5,713.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3022,""season_count"":5.0,""weighted_observed_rating"":57.9}"
00-0035378,Andrew Wingard,ARI,S,57.59,6.62,5,1723.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4486,""season_count"":5.0,""weighted_observed_rating"":57.59}"
00-0040230,Kitan Crawford,ARI,S,51.11,10.52,5,146.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1231,""season_count"":5.0,""weighted_observed_rating"":51.11}"
00-0037141,Joey Blount,ARI,S,50.74,10.98,5,327.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0848,""season_count"":5.0,""weighted_observed_rating"":50.74}"
00-0041370,Wydett Williams Jr.,ARI,S,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0037744,Trey McBride,ARI,TE,64.35,1.74,4,558.7,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.8548,""season_count"":4.0,""weighted_observed_rating"":64.35}"
00-0039041,Elijah Higgins,ARI,TE,60.79,3.49,3,179.7,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7095,""season_count"":3.0,""weighted_observed_rating"":60.79}"
00-0037004,Hunter Long,ARI,TE,53.33,5.53,4,114.2,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5394,""season_count"":4.0,""weighted_observed_rating"":53.33}"
00-0037277,Teagan Quitoriano,ARI,TE,52.28,6.17,4,119.3,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4861,""season_count"":4.0,""weighted_observed_rating"":52.28}"
00-0039737,Tip Reiman,ARI,TE,51.36,5.55,2,91.3,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5371,""season_count"":2.0,""weighted_observed_rating"":51.36}"
00-0041366,Jameson Geers,ARI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0040046,Rivaldo Fairweather,ARI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0039550,Shawn Bowman,ARI,TE,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0038559,Michael Wilson,ARI,WR,61.13,2.4,3,409.0,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7998,""season_count"":3.0,""weighted_observed_rating"":61.13}"
00-0039849,Marvin Harrison Jr.,ARI,WR,60.69,2.89,2,238.5,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.7595,""season_count"":2.0,""weighted_observed_rating"":60.69}"
00-0033307,Kendrick Bourne,ARI,WR,59.18,3.63,4,310.3,HIGH,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.6978,""season_count"":4.0,""weighted_observed_rating"":59.18}"
00-0038640,Jalen Brooks,ARI,WR,54.16,6.94,3,93.2,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4219,""season_count"":3.0,""weighted_observed_rating"":54.16}"
00-0036331,Devin Duvernay,ARI,WR,52.33,7.64,4,166.3,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3629,""season_count"":4.0,""weighted_observed_rating"":52.33}"
00-0036646,Simi Fehoko,ARI,WR,51.4,9.02,4,56.8,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.248,""season_count"":4.0,""weighted_observed_rating"":51.4}"
00-0039521,Xavier Weaver,ARI,WR,50.1,6.91,2,54.8,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.424,""season_count"":2.0,""weighted_observed_rating"":50.1}"
00-0041368,Harrison Wallace III,ARI,WR,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0041070,Reggie Virgil,ARI,WR,50.0,12.0,0,0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0,""season_count"":0.0,""weighted_observed_rating"":50.0}"
00-0036635,Ihmir Smith-Marsette,ARI,WR,49.71,9.79,3,33.3,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1846,""season_count"":3.0,""weighted_observed_rating"":49.71}"
00-0036394,Darnay Holmes,ATL,CB,59.67,7.73,5,1167.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.356,""season_count"":5.0,""weighted_observed_rating"":59.67}"
00-0040156,Billy Bowman Jr.,ATL,CB,57.78,9.93,5,304.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1728,""season_count"":5.0,""weighted_observed_rating"":57.78}"
00-0034843,Mike Hughes,ATL,CB,57.52,6.02,5,2305.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4984,""season_count"":5.0,""weighted_observed_rating"":57.52}"
00-0036281,C.J. Henderson,ATL,CB,57.34,8.65,5,1337.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2792,""season_count"":5.0,""weighted_observed_rating"":57.34}"
00-0036285,A.J. Terrell,ATL,CB,56.25,5.38,5,3908.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.5516,""season_count"":5.0,""weighted_observed_rating"":56.25}"
00-0034639,Mike Ford,ATL,CB,52.6,8.33,5,652.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3058,""season_count"":5.0,""weighted_observed_rating"":52.6}"
00-0040546,Cobee Bryant,ATL,CB,51.76,10.78,5,106.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.1017,""season_count"":5.0,""weighted_observed_rating"":51.76}"
00-0039685,A.J. Woods,ATL,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041469,Avieon Terrell,ATL,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041188,Malcolm DeWalt IV,ATL,CB,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0055,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0039070,Gervon Dexter Sr.,ATL,DL,60.99,6.66,5,1716.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4448,""season_count"":5.0,""weighted_observed_rating"":60.99}"
00-0034371,Da'Shawn Hand,ATL,DL,60.55,7.18,5,1215.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4019,""season_count"":5.0,""weighted_observed_rating"":60.55}"
00-0036204,LaCale London,ATL,DL,57.98,9.18,5,477.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2347,""season_count"":5.0,""weighted_observed_rating"":57.98}"
00-0039859,Brandon Dorlus,ATL,DL,57.45,9.37,5,487.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.219,""season_count"":5.0,""weighted_observed_rating"":57.45}"
00-0039889,Maason Smith,ATL,DL,53.61,8.37,5,698.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3026,""season_count"":5.0,""weighted_observed_rating"":53.61}"
00-0038937,Zacch Pickens,ATL,DL,53.44,9.02,5,553.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2482,""season_count"":5.0,""weighted_observed_rating"":53.44}"
00-0041484,Anterio Thompson,ATL,DL,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0041184,Carlos Allen Jr.,ATL,DL,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0038893,Devonnsha Maxwell,ATL,DL,50.02,11.93,5,5.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0058,""season_count"":5.0,""weighted_observed_rating"":50.02}"
00-0040056,Jared Ivey,ATL,DL,50.01,11.69,5,19.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.0262,""season_count"":5.0,""weighted_observed_rating"":50.01}"
00-0031576,Za'Darius Smith,ATL,EDGE,61.76,6.77,5,2105.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.4355,""season_count"":5.0,""weighted_observed_rating"":61.76}"
00-0038980,Zach Harrison,ATL,EDGE,59.02,7.59,5,852.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3678,""season_count"":5.0,""weighted_observed_rating"":59.02}"
00-0040578,James Pearce Jr.,ATL,EDGE,57.3,9.36,5,597.0,LOW,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.2203,""season_count"":5.0,""weighted_observed_rating"":57.3}"
00-0033945,Samson Ebukam,ATL,EDGE,57.11,7.63,5,1678.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3638,""season_count"":5.0,""weighted_observed_rating"":57.11}"
00-0037815,Cameron Thomas,ATL,EDGE,56.47,7.51,5,971.0,MEDIUM,2026,2,RSM-v0.1-checkpoint1,"{""replacement_prior"":50.0,""sample_reliability"":0.3743,""season_count"":5.0,""weighted_observed_rating"":56.47}"
